Name,Symbol,country,price (GBP),revenue_ttm,marketcap,earnings_ttm,pe_ratio_ttm,dividend_yield_ttm
StepStone Group,STEP,United States,43.4545788,720021000,5120730893.8854,192195000.0,272.762,172.835
Warby Parker,WRBY,United States,12.19136,719929000,1460976008.32,-55419000.0,-25.8548,0.0
PVR INOX,PVRINOX.NS,India,15.109971584,719642134,1483651323.0183,-20816800.0,131.746,0.0
HireRight,HRT,United States,10.9417456,719632000,736959373.10976,-7745000.0,11.1318,0.0
Hexatronic Group AB,HTRO.ST,Sweden,3.8031785676,718799549,781450822.506,66949200.0,12.2084,0.0
Dexerials Corporation,4980.T,Japan,10.83392826,718734397,1859202690.2328,205163000.0,6.00484,437.602
REX American Resources,REX,United States,34.8291916,718079000,611851344.19712,109203000.0,31.3741,0.0
Ramaco Resources,METC,United States,8.85473716,717686000,457904165.55008,83494000.0,6.85119,456.994
Al Salam Bank,SALAM.BH,Bahrain,1.0310385544,717204594,1149894008.129,372365000.0,0.0,137.256
Badger Infrastructure Solutions,BDGI.TO,Canada,20.53215514,717097000,707813865.166,57383000.0,33.8919,190.82
ECARX Holdings,ECX,China,1.4972514,716718954,506171320.28416,-157469000.0,-4.53247,0.0
Learning Technologies Group,LTG.L,United Kingdom,0.9528005016,716376895,754607744.33344,58103300.0,2636.21,0.0
OPKO Health,OPK,United States,1.142863804,716371000,790846891.10016,-244639000.0,-5.62963,0.0
Asahi Intecc,7747.T,Japan,13.484253728,714794440,3662676939.6847,147734000.0,46.8119,57.7664
Veridis Environment,VRDS.TA,Israel,4.6597587604,714771409,676434256.21404,21406600.0,-39.4369,0.0
Newpark Resources,NR,United States,5.2727632,714430000,455912146.09152,42620000.0,25.6296,0.0
Duni AB,DUNI.ST,Sweden,7.840111224,713984892,368476112.20052,57344600.0,13.2965,0.0
Neurones,NRO.PA,France,36.898979744,713734513,895649286.43728,78157100.0,24.7654,268.091
Community Bank System,CBU,United States,43.62221,713405000,2292072235.5712,214920000.0,20.4286,314.685
Cars.com,CARS,United States,12.6790144,713009000,837069798.58944,54209000.0,9.28889,0.0
Argan,AGX,United States,76.0740864,713006000,1026969736.7654,44780000.0,37.4739,114.508
FS KKR Capital,FSK,United States,15.07004488,713000000,4220607088.7834,658000000.0,19.81,1514.39
Peyto Exploration &amp; Development,PEY.TO,Canada,8.471242692,712918933,1656304279.0692,286939000.0,7.48841,873.535
Amphastar Pharmaceuticals,AMPH,United States,36.7531406,712891000,1799521980.457,243479000.0,22.8667,0.0
Banque Cantonale de Genève,BCGE.SW,Switzerland,233.92400588,712419373,1668530766.9491,335078000.0,8.03597,0.0
Al-Babtain Power and Telecommunications,2320.SR,Saudi Arabia,8.938628956,712399105,585429607.80772,96295000.0,15.5777,227.431
Progress Software,PRGS,United States,50.4874696,711724000,2159677382.0211,113628000.0,36.4286,105.581
Abbott India,ABBOTINDIA.NS,India,264.89310812,711433846,5628793529.1848,201259000.0,58.6474,99.9258
XXL ASA,XXL.OL,Norway,4.406719464,711112910,108562637.45872,-145569000.0,-34.8646,0.0
Solar Industries India,SOLARINDS.NS,India,104.71921064,710887624,9476020079.3653,169206000.0,127.798,0.0
Hargreaves Lansdown,HL.L,United Kingdom,11.114253344,709971260,5269862912.0301,327829000.0,0.0,369.237
Civeo,CVEO,United States,20.8891334,709204000,300197756.66432,46024000.0,-33.3537,365.631
loanDepot,LDI,United States,2.0306234,707843000,660265282.9056,-275732000.0,-2.22314,0.0
dLocal,DLO,Uruguay,6.1109192,707635000,1740499802.9926,166349000.0,17.6778,0.0
Hawesko,HAW.DE,Germany,21.953667716,707350413,197218282.0508,22577000.0,10.7771,489.263
HCI Group,HCI,United States,81.472573,706969000,853237882.69056,227704000.0,-47.8489,148.616
Universal Technical Institute,UTI,United States,12.1837404,706627000,655629006.22848,40104000.0,323.2,0.0
Adtran Networks,ADV.DE,Germany,16.380768472,706464169,852693764.76868,12843400.0,69.9238,0.0
FormFactor,FORM,United States,35.0958776,705937000,2716048919.081,108216000.0,-514.444,0.0
Inspire Medical Systems,INSP,United States,159.2039224,705705000,4747731845.7958,8531000.0,-141.594,0.0
Sleep Country Canada Holdings,ZZZ.TO,Canada,19.655824944,705542654,666358477.39208,95653400.0,20.9458,0.0
SRP Groupe (Showroomprive.com),SRP.PA,France,0.9583628096,705143470,109962290.92624,737999.0,0.0,0.0
Boralex,BLX.TO,Canada,20.155823096,704538837,2071331001.7538,221916000.0,116.24,182.351
Gland Pharma,GLAND.NS,India,16.311125328,703252273,2687287640.1346,134040000.0,38.8017,0.0
Delticom AG,DEX.DE,Germany,2.127811398,703175888,31558457.72708,11553100.0,9.35064,0.0
Portillo's,PTLO,United States,10.0273936,702356000,619638746.07616,61328000.0,47.1429,0.0
Colgate-Palmolive India,COLPAL.NS,India,34.554047844,701961030,9425305712.5546,228904000.0,86.742,84.528
Global Ship Lease,GSL,United Kingdom,20.039548,701942000,706594450.28864,332481000.0,2.86955,573.175
SJW Group,SJW,United States,44.0260488,701737000,1440162430.8736,169764000.0,18.0188,271.399
Veeco,VECO,United States,25.4227954,701653000,1443628385.7562,97741000.0,23.2847,0.0
Tredegar,TG,United States,5.544249548,701507000,191335373.28512,-122391000.0,-10.8209,0.0
GoHealth,GOCO,United States,7.0786084,700204000,161667625.57696,-67635000.0,-0.638814,0.0
WaFd Bank,WAFD,United States,26.135228,699893000,2122684699.4842,231265000.0,9.26075,296.081
IGO Limited,IGO.AX,Australia,2.9769624808,699676785,2254358001.297,480357000.0,8.13963,0.0
Paymentus,PAY,United States,15.10319014,699520000,1879999781.1507,41628000.0,333.5,0.0
Jain Irrigation Systems,JISLDVREQS.NS,India,0.30707673764,699474678,392907364.48076,57032900.0,2.35572,0.0
DOF Group,DOFG.OL,Norway,6.2024991724,698562254,1145260119.4346,117489000.0,19.9412,0.0
TeamViewer,TMV.DE,Germany,9.554064048,698214874,1526919204.0932,176438000.0,18.5074,0.0
Gasco (National Gas and Industrialization Company),2080.SR,Saudi Arabia,21.534056344,697695794,1633200572.9338,63641100.0,32.909,94.4051
CLEAR Secure,YOU,United States,24.9199018,697146000,3469996952.3507,89005000.0,-55.322,373.775
Polytec Holding,PYT.VI,Austria,2.448672754,697009489,53859824.5542,-16097000.0,-6.38229,0.0
V-ZUG Holding,VZUG.SW,Switzerland,49.674991652,696304173,319339094.02496,16208000.0,48.9641,0.0
Saudi Ground Services Company,4031.SR,Saudi Arabia,10.502932836,695870835,1993350723.8316,93026900.0,97.421,0.0
Kunlun Tech,300418.SZ,China,4.0371383856,695281212,4971734887.8867,133171000.0,43.3152,12.8113
OX2 AB,OX2.ST,Sweden,4.4266904356,694649391,1206352400.4943,47794500.0,43.7092,0.0
Dukhan Bank,DUBK.QA,Qatar,0.8080128624,694248779,4249071045.604,364381000.0,14.6946,414.507
LoveSac,LOVE,United States,21.2510644,693776000,330638924.25088,10548000.0,19.1986,0.0
ACM Research,ACMR,United States,15.7039956,693561000,981041177.472,130335000.0,17.4018,0.0
Vector Limited,VCT.NZ,New Zealand,1.7866133296,692353930,1786613400.4623,97952600.0,23.6894,386.711
EverCommerce,EVCM,United States,7.9091448,691687000,1457283586.7341,8201000.0,-36.5923,0.0
thyssenkrupp nucera,NCH2.DE,Germany,7.747075908,691086174,985376939.411,36417500.0,218.353,0.0
