Name,Symbol,country,price (GBP),revenue_ttm,marketcap,earnings_ttm,pe_ratio_ttm,dividend_yield_ttm,Market_Cap_Bn,Profit_Margin
Actelis Networks,ASNS,United States,1.066744,6019000,6417883.92952,-4862000.0,-0.371353,0.0,0.00641788392952,-80.77753779697623
Satellogic,SATL,United States,0.8229168,6012000,74971091.39104,-30472000.0,-0.757532,0.0,0.07497109139104,-506.85296074517635
Connexa Sports Technologies,YYAI,United States,6.1871152,5982717,39816868.98992,-19010400.0,-0.0435554,0.0,0.03981686898992,-317.7552941247263
MEP Infrastructure,MEP.NS,India,0.053222906,5927787,9763535.99552,-36365400.0,-0.520989,0.0,0.00976353599552,-613.4734598257327
Palatin Technologies,PTN,United States,0.62556916,5902023,12117212.14848,-32867300.0,-0.283986,0.0,0.01211721214848,-556.8819369223062
Onfolio Holdings,ONFO,United States,0.796476788,5891710,4083854.91516,-2960900.0,-1.00351,0.0,0.0040838549151599995,-50.25535880075564
Jeffs' Brands,JFBR,Israel,0.207786492,5859000,1906877.2862,-1884000.0,-1.50998,0.0,0.0019068772862,-32.15565796210957
Monte Rosa Therapeutics,GLUE,United States,3.9126646,5759000,240131194.15424,-129930000.0,-2.01167,0.0,0.24013119415424,-2256.120854314985
Bellerophon Therapeutics,BLPH,United States,0.0266686,5640000,326226.31636,-11035000.0,-0.0297521,0.0,0.00032622631636,-195.65602836879432
Duos Technologies Group,DUOT,United States,2.141564776,5638027,16468569.1228,-12060800.0,0.0,0.0,0.0164685691228,-213.91880528418895
Aquaporin,AQP.CO,Denmark,4.0055399044,5616441,93159245.74616,-19686000.0,-3.76094,0.0,0.09315924574616,-350.5066642736922
Ocean Power Technologies,OPTT,United States,0.11848478,5554000,11603901.03136,-26437000.0,-0.326531,0.0,0.011603901031360001,-475.99927979834354
Ultimate Games,ULG.WA,Poland,1.8809439776,5491986,9837340.20308,1012540.0,0.382251,0.0,0.00983734020308,18.43668210370529
Biomerica,BMRA,United States,0.2400174,5413000,4037476.69584,-5936000.0,-0.670213,0.0,0.00403747669584,-109.6619249953815
Arcadia Biosciences,RKDA,United States,2.0725312,5328000,2824527.81104,-11554000.0,-0.126512,0.0,0.00282452781104,-216.85435435435437
MGO Global,MGOL,United States,2.0725312,5289948,5404788.0092,-7726720.0,-9.69708,0.0,0.0054047880092,-146.06419571610155
Sensorion,ALSEN.PA,France,0.63496641268,5243272,190568100.9,-24061900.0,-4.37536,0.0,0.1905681009,-458.9100088646936
Ohmyhome,OMH,Singapore,0.38098,5240633,8680667.398,-2293030.0,-3.96118,0.0,0.008680667398,-43.75482885369
BranchOut Food,BOF,United States,1.30371356,5215452,9027694.4604,-3981650.0,-1.10501,0.0,0.0090276944604,-76.34333515100896
cyan AG,CYR.DE,Germany,1.8238426952,5213354,36822426.38476,-7783550.0,-1.96842,0.0,0.03682242638476,-149.30023934687725
Nyxoah,NYXH,Belgium,7.314816,5194748,251432170.368,-49155700.0,-5.46242,0.0,0.251432170368,-946.2576432966526
Pixie Dust Technologies,PXDT,Japan,1.5086808,5167041,22432725.68328,-14200500.0,-3.4886,0.0,0.02243272568328,-274.82847533046476
Q32 Bio,QTTB,United States,35.1720736,5064000,424168185.39264,-35546000.0,-10.2108,0.0,0.42416818539264,-701.9352290679305
Moolec Science,MLEC,Luxembourg,0.656199952,5007072,24581643.37328,-7592350.0,0.0,0.0,0.02458164337328,-151.63253094822682
Expion360,XPON,United States,0.04647956,4998802,2583194.50612,-8409130.0,-0.0811236,0.0,0.00258319450612,-168.22290620832752
Addentax Group,ATXG,China,0.53299102,4952280,3221275.04932,-1590980.0,-1.39636,0.0,0.0032212750493200003,-32.126212572794756
Duxton Farms,DBF.AX,Australia,0.70359919772,4862217,29495025.09144,-8981370.0,-5.77375,0.0,0.02949502509144,-184.7175887049056
Advent Technologies,ADN,United States,1.5696376,4859000,4138364.7716,-70678000.0,-1.17978,0.0,0.0041383647716,-1454.5791315085407
Lipocine,LPCN,United States,3.3831024,4800931,18092628.95384,-9002710.0,-2.00905,0.0,0.01809262895384,-187.52008724974385
Metalla Royalty & Streaming,MTA,Canada,2.400174,4785000,220763219.4112,-5583000.0,-15.95,0.1,0.22076321941119997,-116.67711598746082
Blue Hat,BHAT,China,0.273772228,4758677,15987831.79568,-66076400.0,-0.0273251,0.0,0.01598783179568,-1388.5455978625992
Mynaric,MYNA,Germany,1.0819832,4743363,27651485.73024,-79169800.0,-0.390831,0.0,0.027651485730239997,-1669.064754268227
Transgene SA,TNG.PA,France,0.9288063812,4736204,122875682.69832,-39098900.0,-0.511766,0.0,0.12287568269832,-825.5324306132084
Enzo Biochem,ENZ,United States,0.8610148,4721000,44305840.512,3451000.0,-1.20213,0.0,0.044305840512000004,73.09891972039823
HomeBiogas,HMGS.TA,Israel,0.21346157008,4701000,5216340.82396,-14977000.0,-0.363829,0.0,0.00521634082396,-318.59178898106785
Neon Equity AG,D77.DE,Germany,1.3889921232,4660597,61192075.72292,22003100.0,6.25024,0.0,0.06119207572292,472.10904525750675
Tapinator,TAPM,United States,0.2362076,4646243,643769.33656,-597950.0,-0.293433,0.0,0.00064376933656,-12.869537817974653
Captor Therapeutics,CTX.WA,Poland,15.102732964,4630996,70421915.12348,-11322500.0,-8.41988,0.0,0.07042191512348,-244.49384106572322
Mighty Kingdom,MKL.AX,Australia,0.026924770952,4619342,5817440.40052,-5911790.0,-0.781693,0.0,0.00581744040052,-127.97904983004074
Trust Stamp,IDAI,United States,0.1676312,4600679,3925503.626,-7482460.0,-0.0944304,0.0,0.003925503626,-162.63816710533382
LL Lucky Games,LADYLU.ST,Sweden,0.036833603576,4588311,10558278.56256,-4389760.0,-1.13242,0.0,0.01055827856256,-95.67267781107253
Nightingale Health,HEALTH.HE,Finland,2.676651186,4564605,161510688.48556,-19727600.0,-12.2529,0.0,0.16151068848556,-432.186355664948
Liquid Media Group,YVR,Canada,0.3276428,4521222,6988358.80976,-12370300.0,-0.136076,0.0,0.00698835880976,-273.60523327542865
Draganfly,DPRO,Canada,0.078710468,4511427,284403.85588,-13720800.0,-0.138124,0.0,0.00028440385588,-304.1343681278673
Remark Holdings,MARK,United States,0.086177676,4495000,4390933.17672,-30365000.0,-0.0428016,0.0,0.00439093317672,-675.5283648498332
Senzime AB,SEZI.ST,Sweden,0.50220935992,4462577,60117446.19888,-12607000.0,-5.64468,0.0,0.06011744619888,-282.50492932670966
Neonode,NEON,Sweden,7.1852828,4434000,111131902.57408,-10894000.0,-24.0,0.0,0.11113190257408001,-245.69237708615245
G Medical Innovations,GMVD,Israel,0.13791476,4420000,1353710.32736,-13942000.0,-0.0039789,0.0,0.00135371032736,-315.42986425339365
Precigen,PGEN,United States,0.713727932,4389000,208866744.02688,-137437000.0,6.31,0.0,0.20886674402688,-3131.3966735019367
Acanthe Développement,ACAN.PA,France,0.29468498216,4385364,43355578.09916,-12927300.0,0.0,0.0,0.04335557809916,-294.7828276056446
NextNav,NN,United States,5.6461236,4383000,713218308.76928,-95418000.0,-12.3667,0.0,0.7132183087692799,-2177.00205338809
Hydrogène de France,HDF.PA,France,5.0240061188,4349989,72370284.94148,-10425600.0,-10.8992,0.0,0.07237028494148,-239.66957157822696
Alligator Bioscience AB,ATORX.ST,Sweden,0.09689159556,4313999,74238533.90352,-22276600.0,-3.11569,0.0,0.07423853390352,-516.379350111115
Sidus Space,SIDU,United States,2.2173036,4306474,9271300.692,-14620400.0,-4.38462,0.0,0.009271300692,-339.4981602118113
Field Trip Health,FTHW.V,Canada,0.0304784,4167923,2820673.81736,-32679900.0,-0.101729,0.0,0.00282067381736,-784.0811838414481
Syros Pharmaceuticals,SYRS,United States,1.52696784,4148000,40937699.95856,-126241000.0,-0.357424,0.0,0.040937699958559996,-3043.418514946962
Shattuck Labs,STTK,United States,3.009742,4124000,143646857.07072,-90555000.0,-1.78341,0.0,0.14364685707071997,-2195.8050436469443
Petros Pharmaceuticals,PTPI,United States,0.263180984,4120684,2528295.28812,-7056050.0,-0.0328947,0.0,0.0025282952881200004,-171.2349211926952
Indonesia Energy,INDO,Indonesia,1.8553726,4097403,18929809.64504,-3122590.0,-3.0122,0.0,0.018929809645040003,-76.20900360545448
Vivid Games,VVD.WA,Poland,0.068021616924,4086635,2196131.01748,-784350.0,4.88324,0.0,0.00219613101748,-19.193052474713305
Hempacco,HPCO,United States,0.076196,4045635,451270.81,-13442200.0,-0.232558,0.0,0.00045127081,-332.2642798967282
Qatar Cinema and Film Distribution Company,QCFS.QA,Qatar,0.55744460228,3959189,35012001.80516,1159360.0,28.0303,0.1,0.03501200180516,29.282764727826837
PAVmed,PAVM,United States,0.876254,3829000,8718700.6314,-72584000.0,-1.39286,0.0,0.008718700631400001,-1895.6385479237397
Lucid Diagnostics,LUCD,United States,0.5962337,3800000,29421092.11264,-46477000.0,-0.536438,0.0,0.02942109211264,-1223.078947368421
AFYREN,ALAFY.PA,France,2.313577246,3735353,59879031.96272,-10596900.0,-7.42346,0.0,0.05987903196272,-283.6920633739301
Grom Social Enterprises,GROM,United States,0.019049,3715609,171852.4584,-15730000.0,-0.00047934,0.0,0.0001718524584,-423.3491737155336
Nauticus Robotics,KITT,United States,1.0743636,3623519,4995392.99688,-62181100.0,-1.23478,0.0,0.004995392996880001,-1716.0417814836906
Afristrat Investment,ATI.JO,South Africa,0.0050819912748,3614210,2517439.644,-32947400.0,-0.550431,0.0,0.002517439644,-911.6072392030346
Global Bioenergies,ALGBE.PA,France,1.185495466,3592025,21478110.95492,-10881600.0,-2.93213,0.0,0.021478110954920002,-302.9377579499029
Netcapital,NCPL,United States,1.257234,3573853,974273.29636,-9018970.0,3.42553,0.0,0.00097427329636,-252.35984804075602
Mobix Labs,MOBX,United States,0.769503404,3568000,23538492.70272,-21316000.0,-1.24257,0.0,0.02353849270272,-597.4215246636771
Trevena,TRVN,United States,2.9868832,3546000,2547610.97412,-25814000.0,-0.888393,0.0,0.00254761097412,-727.9751833051325
SIEC (Saudi Industrial Export Company),4140.SR,Saudi Arabia,0.55866602416,3416598,108604744.89224,-3173530.0,-5.16757,0.0,0.10860474489224001,-92.8856716534986
Applied DNA Sciences,APDN,United States,0.685764,3398050,7062957.7416,-7390210.0,-1.93417,0.0,0.0070629577416,-217.48385103220963
GigaMedia,GIGM,Taiwan,1.104842,3387592,12210935.51436,-3692720.0,-11.4754,0.0,0.01221093551436,-109.00722401044753
GBK Beteiligungen AG,GBQ.HM,Germany,4.2640729324,3342340,28782482.00724,1556510.0,24.1062,0.0,0.028782482007240002,46.5694692939677
Absci,ABSI,United States,3.0402204,3250000,345235273.83808,-91411000.0,-3.2541,0.0,0.34523527383808,-2812.6461538461535
Synlogic,SYBX,United States,1.1657988,3170000,13635298.58272,-56154000.0,-0.144612,0.0,0.01363529858272,-1771.4195583596215
Phoenix Motor,PEV,United States,0.28687794,3122000,10063391.63824,-20919000.0,-0.545652,0.0,0.01006339163824,-670.0512491992313
NuZee,NUZE,United States,0.3733604,3109345,1868732.04468,-7568030.0,-0.0378529,0.0,0.00186873204468,-243.39627799423994
Laser Photonics,LASE,United States,11.962695804,3100804,182675143.17824,-5022190.0,-28.3128,0.0,0.18267514317824,-161.96412285329868
Momentus,MNTS,United States,0.332747932,3089000,8498514.76432,-66583000.0,-0.0086,0.0,0.008498514764319998,-2155.487212690191
Kuuhubb,KUU.V,Canada,0.0076196,3087472,542901.07176,4659590.0,0.142857,0.0,0.00054290107176,150.91926339736844
Oblong,OBLG,United States,3.17203948,3053000,3335526.37956,-4264000.0,-0.762963,0.0,0.00333552637956,-139.66590239109073
Gaming Corps,GCOR.ST,Sweden,0.04733638402,2961486,3437315.09204,-1990430.0,-1.47373,0.0,0.00343731509204,-67.21051526159502
Beamr Imaging,BMR,Israel,2.957014368,2909000,45867431.8144,-656000.0,-10.6757,0.0,0.0458674318144,-22.550704709522172
Big Cheese Studio,BCS.WA,Poland,2.7208601052,2899623,11250769.14544,1331000.0,4.91087,0.0,0.01125076914544,45.90251905161465
Affimed,AFMD,Germany,2.5563758,2866106,40086017.64464,-85387700.0,-4.25264,0.0,0.040086017644639996,-2979.2233783398106
Dare Bioscience,DARE,United States,2.4611308,2839625,21033709.21432,-7201360.0,-7.1087,0.0,0.02103370921432,-253.60250033014924
Golden Minerals,AUMN,United States,0.2133488,2812000,3207699.208,-7843000.0,-0.169181,0.0,0.003207699208,-278.9118065433855
Blackboxstocks,BLBX,United States,2.1106292,2799998,7423990.39076,-3837890.0,-1.40782,0.0,0.00742399039076,-137.06759790542708
NeoVolta,NEOV,United States,2.514468,2787720,83571108.37088,-1907920.0,-27.0833,0.0,0.08357110837088,-68.44015898296816
Locafy,LCFY,Australia,5.28838338,2781018,6749299.19348,-590228.0,-2.02021,0.0,0.00674929919348,-21.223451268564244
Singular Genomics Systems,OMIC,United States,11.848478,2722000,29570128.4408,-91887000.0,-11.9154,0.0,0.0295701284408,-3375.716385011021
Cadiz,CDZI,United States,2.354380204,2686000,159853465.86944,-29401000.0,-4.93548,0.0,0.15985346586944,-1094.6016381236038
Gamida Cell,GMDA,Israel,0.024916092,2674000,3304845.2982,-60965000.0,-0.0281897,0.0,0.0033048452982,-2279.9177262528046
Akanda,AKAN,United Kingdom,0.895303,2619682,2323033.1696,-8235450.0,-0.415888,0.0,0.0023230331696000002,-314.36830882526965
Qiiwi Games,QIIWI.ST,Sweden,0.21005484692,2570710,1942901.99304,-2466690.0,-1.46202,0.0,0.0019429019930400002,-95.95364704692479
Xenetic Biosciences,XBIO,United States,2.9030676,2520358,4476936.36388,-5008160.0,-1.31834,0.0,0.00447693636388,-198.70827874452758
Elevai Labs,ELAB,United States,0.0666715,2473337,1980449.85792,-4683880.0,0.0,0.0,0.0019804498579200002,-189.37492141184157
OSE Immunotherapeutics,OSE.PA,France,6.822513644,2461862,148733538.20932,-25669900.0,0.0,0.0,0.14873353820932,-1042.7026372721136
Top Ships,TOPS,Greece,6.9490752,2444000,32147811.69024,-2123000.0,0.0,0.0,0.03214781169024,-86.8657937806874
CleanCore Solutions,ZONE,United States,1.1124616,2441356,9162145.35024,-5050410.0,-8.24985,0.0,0.00916214535024,-206.8690514615648
Fintech Scion (FintechCashier),FINR,United Kingdom,0.00076196,2420184,151434.21628,-1672230.0,-0.0309866,0.0,0.00015143421628,-69.09515970686526
Baosheng Media Group,BAOS,China,1.9201392,2415098,2946433.79144,-23738800.0,0.0,0.0,0.00294643379144,-982.9331977418722
BioXcel Therapeutics,BTAI,United States,0.4647956,2403000,18937538.96728,-93838000.0,-0.0847961,0.0,0.01893753896728,-3905.035372451103
Xilio Therapeutics,XLO,United States,0.5790896,2357000,25452435.644,-68690000.0,-0.248469,0.0,0.025452435644,-2914.297836232499
ASP Isotopes,ASPI,United States,2.057292,2295679,137194433.4944,-23906600.0,-7.61376,0.0,0.1371944334944,-1041.373815764312
Renalytix,RNLX,United Kingdom,0.198185796,2221000,16442048.34304,-33945000.0,-0.198333,0.0,0.01644204834304,-1528.3656010805944
AquaBounty,AQB,United States,0.953745332,2179013,3686969.76212,-72991300.0,-0.234848,0.0,0.00368696976212,-3349.741373732052
JanOne,JAN,United States,1.6991708,2169000,20680778.48584,-7309000.0,0.642651,0.0,0.02068077848584,-336.97556477639466
Bruush Oral Care (Brüush),BRSH,Canada,0.06552856,2148144,6616484.23176,-2690730.0,-0.00443023,0.0,0.00661648423176,-125.25836256787255
PureTech Health,PRTC,United States,16.19165,2090000,387662108.79872,-92783000.0,-10.119,0.0,0.38766210879872,-4439.377990430622
Orchestra BioMed,OBIO,United States,3.7869412,2079000,143239531.54176,-58287000.0,-4.25629,0.0,0.14323953154176,-2803.6075036075035
Comstock Mining,LODE,United States,0.392637988,2069149,81132751.03136,8398480.0,-1.87462,0.0,0.08113275103136,405.8905376074899
WeTrade Group,WETG,China,3.847898,2037145,10101232.85772,10709200.0,-0.45597,0.0,0.01010123285772,525.6965017217724
Freeze Tag,FRZT,United States,0.005867092,2006155,440360.30476,-497193.0,13.3333,0.0,0.00044036030476000005,-24.78337915066383
Sagimet Biosciences,SGMT,United States,2.1792056,2000000,70160173.48192,-36275000.0,-2.14081,0.0,0.07016017348192001,-1813.75
OpGen,OPGN,United States,1.5163004,1964890,12669447.9922,-22393000.0,-0.164315,0.0,0.0126694479922,-1139.65667289263
Akili,AKLI,United States,0.330004876,1948000,25980196.57056,-48492000.0,0.581744,0.0,0.025980196570560003,-2489.3223819301847
Ikena Oncology,IKNA,United States,1.310647396,1844000,63249354.7696,-72195000.0,-1.01765,0.0,0.0632493547696,-3915.130151843818
Warrantee Inc.,WRNT,Japan,0.206948336,1825947,4636470.21496,337092.0,-7.77453,0.0,0.00463647021496,18.461214920257817
Lyra Therapeutics,LYRA,United States,0.198185796,1820000,12972588.44448,-74633000.0,-0.170321,0.0,0.01297258844448,-4100.714285714286
Janover,JNVR,United States,0.480110996,1786085,5368697.01184,-4754460.0,-10.174,0.0,0.00536869701184,-266.19449802221055
Sino-Entertainment Technology,6933.HK,China,0.01603087644,1783700,6650206.29548,-15619600.0,-18.1166,0.0,0.0066502062954799995,-875.6853731008578
Beyond Air,XAIR,United States,0.266686,1783000,12406366.063,-62295000.0,-0.186667,0.0,0.012406366063,-3493.83062254627
Praxis Precision Medicines,PRAX,United States,43.4660082,1771000,771830222.58688,-132696000.0,-19.0858,0.0,0.7718302225868799,-7492.715979672501
Ascot Resources,AOT.TO,Canada,0.09830731724,1766532,69445141.83636,-1183530.0,-7.63964,0.0,0.06944514183636,-66.99737112036465
Qatar Oman Investment Company,QOIS.QA,Qatar,0.1599277844,1707133,50906162.8102,-1211140.0,15.9161,0.0,0.050906162810199995,-70.94584897603174
Quantum-Si,QSI,United States,0.703212884,1702000,100110084.1216,-89349000.0,-1.11463,0.0,0.1001100841216,-5249.647473560517
Belpointe OZ,OZ,United States,53.505516964,1700000,194315990.12608,-11679000.0,-22.948,0.0,0.19431599012608,-687.0
Astrotech,ASTC,United States,6.248072,1664000,10632531.56456,-13280000.0,-1.46691,0.0,0.01063253156456,-798.0769230769231
T-Bull,TBL.WA,Poland,0.8438630804,1642880,1002769.8384,-1945760.0,-0.704391,0.0,0.0010027698384,-118.43591741332295
Sozap,SOZAP.ST,Sweden,0.045487259492,1642537,1011555.2372,-1099950.0,-0.584078,0.0,0.0010115552372,-66.96652799906487
Creades AB,CRED-A.ST,Sweden,6.124139206,1638207,831425668.2768,11145900.0,-18.5135,0.0,0.8314256682768001,680.3718943942981
5th Planet Games,5PG.OL,Denmark,0.09088963664,1603462,24392831.2092,4182050.0,-7.72955,0.0,0.024392831209199998,260.81378916369704
Doxa AB,DOXA.ST,Sweden,0.08195108388,1593460,105350552.40896,-21614900.0,0.997829,0.0,0.10535055240896,-1356.475845016505
Mobilicom,MOB,Australia,0.7962482,1583571,5056876.31124,-222853.0,-11.1386,0.0,0.00505687631124,-14.072813912353787
Innovative Eyewear,LUCY,United States,6.857716196,1529782,10770523.28252,-7864530.0,-10.9877,0.0,0.01077052328252,-514.0948187388791
Serve Robotics,SERV,United States,6.179419404,1520370,261636021.71264,-34576800.0,0.0,0.0,0.26163602171264,-2274.235876793149
Addex Therapeutics,ADXN,Switzerland,7.6119804,1500997,8794958.35016,-10046900.0,-0.488737,0.0,0.00879495835016,-669.3484397370548
Lumos Pharma,LUMO,United States,3.0249812,1486000,24575069.1824,-37621000.0,-0.836518,0.0,0.0245750691824,-2531.6958277254375
SINTX Technologies,SINT,United States,2.629447764,1438000,1964967.59268,-8595000.0,-0.125877,0.0,0.00196496759268,-597.7051460361613
Magic Empire Global (Giraffe Capital),MEGL,Hong Kong,0.428907284,1433239,8687989.07164,-548642.0,52.7735,0.1,0.00868798907164,-38.27986818667368
GenSight Biologics,SIGHT.PA,France,0.2955299958,1400619,30004242.19748,-28986300.0,-0.636734,0.0,0.03000424219748,-2069.5349698954533
Agape ATP,ATPC,Malaysia,0.060652016,1378067,233434.82756,-2404910.0,-2.82711,0.0,0.00023343482756,-174.5132856385067
Arbe Robotics,ARBE,Israel,1.4972514,1372000,121145458.98048,-45533000.0,-2.95522,0.0,0.12114545898048,-3318.7317784256556
Prairie Operating,PROP,United States,6.6747696,1366474,83867815.59488,-74373900.0,-0.747517,0.0,0.08386781559488,-5442.759979333672
BeyondSpring,BYSI,United States,1.6839316,1351000,67863120.10048,-64638000.0,-1.34146,0.0,0.06786312010048,-4784.4559585492225
Sequana Medical,SEQUA.BR,Belgium,0.8257970088,1339675,33232858.7314,-15445600.0,-0.728508,0.0,0.0332328587314,-1152.93634650195
iEntertainment Network,IENT,United States,0.001752508,1299000,229350.72196,-1739000.0,-0.0328571,0.0,0.00022935072196,-133.87220939183987
Aptorum Group,APM,Hong Kong,1.3943868,1295889,7628829.62148,-11525100.0,-0.0672727,0.0,0.0076288296214800004,-889.3585793227661
Avalon GloboCare,ALBT,United States,0.16077356,1295086,2569836.58536,-12263900.0,-0.153901,0.0,0.00256983658536,-946.9564183382417
Fresh Vine Wine,VINE,United States,0.647666,1262487,10347241.5492,-6273870.0,-0.840217,0.0,0.0103472415492,-496.94531508047214
Artiva Biotherapeutics,ARTV,United States,10.988148964,1240000,266870284.59776,-61078000.0,-2.88031,0.0,0.26687028459775997,-4925.645161290323
Longeveron,LGVN,United States,1.4934416,1229000,21445074.6552,-18191000.0,-2.09474,0.0,0.0214450746552,-1480.146460537022
Oncodesign Precision Medicine,ALOPM.PA,France,0.916142606,1185242,16644835.61548,-10735900.0,-2.23626,0.0,0.01664483561548,-905.7981408016253
Xlife Sciences,XLS.SW,Switzerland,27.81801666,1175646,159718925.83028,5392650.0,12.6813,0.0,0.15971892583028,458.6967505524623
Tivic Health Systems,TIVC,United States,0.19506176,1113000,1206181.91804,-6691000.0,-0.00579262,0.0,0.0012061819180399999,-601.1680143755616
FBR Limited,FBR.AX,Australia,0.02540069856,1108044,122543130.59004,-15251900.0,-7.1941,0.0,0.12254313059004,-1376.470609470382
Strike Energy,STX.AX,Australia,0.11176276888,1107811,320242580.47536,-14198100.0,-27.6972,0.0,0.32024258047536,-1281.6355858535437
Kuros Biosciences,KURN.SW,Switzerland,16.41985702,1085614,612496099.50992,-33607900.0,-0.191022,0.0,0.61249609950992,-3095.7504232627803
India Globalization Capital,IGC,United States,0.2971644,1062000,22476443.90024,-13303000.0,-1.68619,0.0,0.02247644390024,-1252.6365348399247
Alta Global Group,MMA,Australia,1.542892804,1024165,16167511.1072,-13726600.0,-2.75049,0.0,0.0161675111072,-1340.272319401659
OncoCyte,OCX,United States,2.1944448,1023000,29336215.86432,-36140000.0,-0.280428,0.0,0.02933621586432,-3532.746823069404
MediciNova,MNOV,United States,1.575047516,1000000,77250095.464,-8161860.0,-7.64,0.0,0.077250095464,-816.186
Heliad AG,A7A.DE,Germany,7.599331864,977123,63912380.35928,-17230100.0,-4.85953,0.0,0.06391238035928,-1763.3501616480216
VolitionRx,VNRX,United States,0.44041288,976516,40562690.67712,-32785100.0,-1.03214,0.0,0.04056269067712,-3357.354103773005
VistaGen Therapeutics,VTGN,United States,2.347141584,970400,63502148.71488,-38154400.0,-0.476032,0.0,0.06350214871488,-3931.8219291014016
Femasys,FEMY,United States,0.8533952,950096,18973364.80256,-15775500.0,-1.16667,0.0,0.01897336480256,-1660.4111584513564
Titan Medical,TMD.TO,Canada,0.028087826696,950000,3203132.01976,-4874000.0,-0.139823,0.0,0.00320313201976,-513.0526315789473
TherapeuticsMD,TXMD,United States,1.2800928,931000,14762542.20672,-5707000.0,0.340956,0.0,0.01476254220672,-612.9967776584318
Neurogene,NGNE,United States,31.373703,925000,407657329.01376,-59524000.0,-1.48127,0.0,0.40765732901375995,-6435.0270270270275
Safety Shot,SHOT,United States,0.88539752,916154,49039334.1416,-31552300.0,-1.8,0.0,0.0490393341416,-3443.995223510458
Mainz Biomed,MYNZ,Germany,0.190261412,895479,4164175.40464,-26295700.0,-0.129319,0.0,0.0041641754046399995,-2936.495439870728
Odyssey Marine Exploration,OMEX,United States,0.6209974,879943,12788943.89312,10017500.0,22.125,0.0,0.01278894389312,1138.4260116848477
Playgon Games,DEAL.V,Canada,0.014043913348,876427,4578829.46488,-13409800.0,-0.310841,0.0,0.0045788294648799995,-1530.0532731191531
Mangoceuticals,MGRX,United States,0.19049,866792,2917354.35,-8897290.0,-0.473176,0.0,0.00291735435,-1026.4619424267876
Biora Therapeutics,BIOR,United States,0.3962192,860000,14449757.62672,-79023000.0,-0.0942936,0.0,0.01444975762672,-9188.72093023256
BloomZ,BLMZ,United States,0.63090288,858051,8472899.955,-94108.6,43.8677,0.0,0.008472899955,-10.967716371171411
Movano,MOVE,United States,0.274534188,852000,27164745.68224,-26830000.0,-0.42907,0.0,0.02716474568224,-3149.0610328638495
Compass Therapeutics,CMPX,United States,1.4629632,850000,201287631.53344,-55134000.0,-6.06452,0.0,0.20128763153343998,-6486.35294117647
REE Automotive,REE,Israel,5.5699276,825000,60802445.19104,-95240000.0,-0.841353,0.0,0.06080244519104,-11544.242424242424
Yield10 Bioscience,YTEN,United States,0.7543404,810000,495722.03248,-12702000.0,-0.352518,0.0,0.00049572203248,-1568.1481481481483
Cormedix,CRMD,United States,6.1794956,806119,345186605.92896,-54510800.0,-9.36047,0.0,0.34518660592896,-6762.128172143319
Pantheon Resources,PANR.L,United Kingdom,0.16099986212,803689,181929999.63544,-1307840.0,0.0,0.0,0.18192999963544,-162.729613071723
Hanryu Holdings,HRYU,South Korea,0.18782314,790927,9918677.1472,-8191980.0,-1.4708,0.0,0.0099186771472,-1035.7441331500886
Focus Universal,FCUV,United States,0.204052888,772672,14879088.56048,-4667380.0,-4.12504,0.0,0.01487908856048,-604.0570902012756
Heliogen,HLGN,United States,1.295332,772000,7779725.13204,-131875000.0,-0.10119,0.0,0.00777972513204,-17082.253886010363
Can Fite Biopharma,CANF,Israel,1.5391592,743000,9383375.86448,-7634000.0,-0.733535,0.0,0.00938337586448,-1027.456258411844
Alumina Limited,AWC.AX,Australia,0.73662025824,700000,2137436431.0024,104000000.0,6.45232,0.0,2.1374364310024,14857.142857142859
Gaming Factory,GIF.WA,Poland,1.628575206,699161,9897988.40928,-130399.0,-7.47804,0.0,0.00989798840928,-18.65078286689332
Global Atomic,GLO.TO,Canada,0.8117388468,688939,184162887.60332,-1325410.0,-26.4839,0.0,0.18416288760332,-192.38423140510264
Foresight Autonomous Holdings,FRSX,Israel,0.533372,666000,8174405.9348,-12467000.0,-0.38343,0.0,0.0081744059348,-1871.921921921922
CG Oncology,CGON,United States,28.8249468,650000,1933490982.4102,-64157000.0,0.0,0.0,1.9334909824102,-9870.307692307691
Atomera,ATOM,United States,2.008602756,640000,55847998.40064,-18802000.0,-3.325,0.0,0.05584799840064,-2937.8125
Arqit Quantum,ARQQ,United Kingdom,0.190566196,640000,1300137.68172,-74049000.0,-0.0628882,0.0,0.00130013768172,-11570.15625
Houston American Energy,HUSA,United States,0.838613176,623104,9146250.86464,-1599050.0,-15.5714,0.0,0.00914625086464,-256.6265021569433
Lhyfe SA,LHYFE.PA,France,3.0523965208,611424,146111044.85424,-27683600.0,-5.32773,0.0,0.14611104485424,-4527.725440937877
Wearable Health Solutions,WHSI,United States,7.6196e-05,600256,139187.99516,-784786.0,-0.0545852,0.0,0.00013918799515999999,-130.74188346305576
Helius Medical Technologies,HSDT,United States,0.515237352,594000,1842591.48296,-8836000.0,-0.03065,0.0,0.0018425914829599999,-1487.5420875420875
All in! Games,ALG.WA,Poland,0.20110715064,593058,15208276.61536,-963161.0,-1.82751,0.0,0.015208276615359999,-162.4058692404453
Inovio Pharmaceuticals,INO,United States,4.5108032,591859,117119847.52576,-120867000.0,-9.01538,0.0,0.11711984752575999,-20421.586898230828
